elapsed time sensors,current,voltage,acc x (IMU),acc y (IMU),W (IMU),vel encoder,safety_value,throttle,steering
103.03778839111328,0.0,0.0,0.0,0.0,3.9511969089508057,2.1771204471588135,1.0,0.30000001192092896,1.0
103.04821014404297,0.0,0.0,0.0,0.0,3.9514217376708984,2.17724347114563,1.0,0.30000001192092896,1.0
103.05831146240234,0.0,0.0,0.0,0.0,3.9516448974609375,2.177365779876709,1.0,0.30000001192092896,1.0
103.06818389892578,0.0,0.0,0.0,0.0,3.951866388320923,2.1774868965148926,1.0,0.30000001192092896,1.0
103.0782470703125,0.0,0.0,0.0,0.0,3.9520866870880127,2.177607297897339,1.0,0.30000001192092896,1.0
103.08837890625,0.0,0.0,0.0,0.0,3.9523050785064697,2.1777267456054688,1.0,0.30000001192092896,1.0
103.09844207763672,0.0,0.0,0.0,0.0,3.952522039413452,2.1778454780578613,1.0,0.30000001192092896,1.0
103.10804748535156,0.0,0.0,0.0,0.0,3.95273756980896,2.1779634952545166,1.0,0.30000001192092896,1.0
103.11823272705078,0.0,0.0,0.0,0.0,3.952951431274414,2.1780803203582764,1.0,0.30000001192092896,1.0
103.12812805175781,0.0,0.0,0.0,0.0,3.9531638622283936,2.178196668624878,1.0,0.30000001192092896,1.0
103.13819885253906,0.0,0.0,0.0,0.0,3.9533746242523193,2.178312063217163,1.0,0.30000001192092896,1.0
103.1483383178711,0.0,0.0,0.0,0.0,3.9535841941833496,2.178426504135132,1.0,0.30000001192092896,1.0
103.15865325927734,0.0,0.0,0.0,0.0,3.953792095184326,2.1785402297973633,1.0,0.30000001192092896,1.0
103.16815185546875,0.0,0.0,0.0,0.0,3.953998565673828,2.1786532402038574,1.0,0.30000001192092896,1.0
103.17847442626953,0.0,0.0,0.0,0.0,3.9542033672332764,2.178765296936035,1.0,0.30000001192092896,1.0
103.18868255615234,0.0,0.0,0.0,0.0,3.954406976699829,2.1788766384124756,1.0,0.30000001192092896,1.0
103.19829559326172,0.0,0.0,0.0,0.0,3.9546091556549072,2.1789872646331787,1.0,0.30000001192092896,1.0
103.20832824707031,0.0,0.0,0.0,0.0,3.9548096656799316,2.1790971755981445,1.0,0.30000001192092896,1.0
103.21826934814453,0.0,0.0,0.0,0.0,3.9550089836120605,2.179206132888794,1.0,0.30000001192092896,1.0
103.2280044555664,0.0,0.0,0.0,0.0,3.955206871032715,2.179314374923706,1.0,0.30000001192092896,1.0
103.23820495605469,0.0,0.0,0.0,0.0,3.9554033279418945,2.179421901702881,1.0,0.30000001192092896,1.0
103.24824523925781,0.0,0.0,0.0,0.0,3.9555983543395996,2.1795284748077393,1.0,0.30000001192092896,0.0
103.25829315185547,0.0,0.0,0.0,0.0,0.13727569580078125,2.1796345710754395,1.0,0.30000001192092896,0.0
103.26805114746094,0.0,0.0,0.0,0.0,0.1372823715209961,2.1797397136688232,1.0,0.30000001192092896,0.0
103.27832794189453,0.0,0.0,0.0,0.0,0.13728898763656616,2.1798441410064697,1.0,0.30000001192092896,0.0
103.28823852539062,0.0,0.0,0.0,0.0,0.13729557394981384,2.179947853088379,1.0,0.30000001192092896,0.0
103.29844665527344,0.0,0.0,0.0,0.0,0.13730210065841675,2.180050849914551,1.0,0.30000001192092896,0.0
103.30818176269531,0.0,0.0,0.0,0.0,0.13730859756469727,2.1801531314849854,1.0,0.30000001192092896,0.0
103.3184585571289,0.0,0.0,0.0,0.0,0.137315034866333,2.1802546977996826,1.0,0.30000001192092896,0.0
103.328125,0.0,0.0,0.0,0.0,0.13732142746448517,2.1803555488586426,1.0,0.30000001192092896,0.0
103.33821105957031,0.0,0.0,0.0,0.0,0.13732777535915375,2.1804556846618652,1.0,0.30000001192092896,0.0
103.34823608398438,0.0,0.0,0.0,0.0,0.13733407855033875,2.1805551052093506,1.0,0.30000001192092896,-1.0
103.35831451416016,0.0,0.0,0.0,0.0,-4.5558857917785645,2.1806538105010986,1.0,0.30000001192092896,-1.0
103.36819458007812,0.0,0.0,0.0,0.0,-4.556092262268066,2.1807518005371094,1.0,0.30000001192092896,-1.0
103.37831115722656,0.0,0.0,0.0,0.0,-4.5562968254089355,2.180849075317383,1.0,0.30000001192092896,-1.0
103.3882064819336,0.0,0.0,0.0,0.0,-4.556500434875488,2.180945634841919,1.0,0.30000001192092896,-1.0
103.39836120605469,0.0,0.0,0.0,0.0,-4.556702136993408,2.1810414791107178,1.0,0.30000001192092896,-1.0
103.40809631347656,0.0,0.0,0.0,0.0,-4.5569024085998535,2.1811368465423584,1.0,0.30000001192092896,-1.0
103.41828155517578,0.0,0.0,0.0,0.0,-4.557101726531982,2.1812314987182617,1.0,0.30000001192092896,-1.0
103.42829132080078,0.0,0.0,0.0,0.0,-4.5572991371154785,2.1813254356384277,1.0,0.30000001192092896,-1.0
103.4383544921875,0.0,0.0,0.0,0.0,-4.557495594024658,2.1814186573028564,1.0,0.30000001192092896,-1.0
103.44821166992188,0.0,0.0,0.0,0.0,-4.557690143585205,2.181511163711548,1.0,0.30000001192092896,-1.0
103.458251953125,0.0,0.0,0.0,0.0,-4.5578837394714355,2.181603193283081,1.0,0.30000001192092896,-1.0
103.46818542480469,0.0,0.0,0.0,0.0,-4.558075904846191,2.181694507598877,1.0,0.30000001192092896,-1.0
103.4783706665039,0.0,0.0,0.0,0.0,-4.558266639709473,2.1817851066589355,1.0,0.30000001192092896,-1.0
103.4881591796875,0.0,0.0,0.0,0.0,-4.558455944061279,2.181874990463257,1.0,0.30000001192092896,-1.0
103.498291015625,0.0,0.0,0.0,0.0,-4.558643817901611,2.18196439743042,1.0,0.30000001192092896,-1.0
103.50862121582031,0.0,0.0,0.0,0.0,-4.558830738067627,2.1820530891418457,1.0,0.30000001192092896,-1.0
103.51824951171875,0.0,0.0,0.0,0.0,-4.559016227722168,2.1821413040161133,1.0,0.30000001192092896,-1.0
103.52813720703125,0.0,0.0,0.0,0.0,-4.559200286865234,2.1822288036346436,1.0,0.30000001192092896,-1.0
103.53819274902344,0.0,0.0,0.0,0.0,-4.559382915496826,2.1823155879974365,1.0,0.30000001192092896,-1.0
103.5481185913086,0.0,0.0,0.0,0.0,-4.559564590454102,2.1824018955230713,1.0,0.30000001192092896,-1.0
103.55817413330078,0.0,0.0,0.0,0.0,-4.559744834899902,2.1824874877929688,1.0,0.30000001192092896,-1.0
103.56819152832031,0.0,0.0,0.0,0.0,-4.5599236488342285,2.182572603225708,1.0,0.30000001192092896,-1.0
103.57823181152344,0.0,0.0,0.0,0.0,-4.56010103225708,2.18265700340271,1.0,0.30000001192092896,-1.0
103.58815002441406,0.0,0.0,0.0,0.0,-4.560277462005615,2.1827406883239746,1.0,0.30000001192092896,-1.0
103.59822845458984,0.0,0.0,0.0,0.0,-4.560452938079834,2.18282413482666,1.0,0.30000001192092896,-1.0
103.60858917236328,0.0,0.0,0.0,0.0,-4.56062650680542,2.1829066276550293,1.0,0.30000001192092896,-1.0
103.61780548095703,0.0,0.0,0.0,0.0,-4.560799598693848,2.1829886436462402,1.0,0.30000001192092896,-1.0
103.62791442871094,0.0,0.0,0.0,0.0,-4.560970783233643,2.183070182800293,1.0,0.30000001192092896,-1.0
103.6383056640625,0.0,0.0,0.0,0.0,-4.561141014099121,2.1831512451171875,1.0,0.30000001192092896,-1.0
103.64813995361328,0.0,0.0,0.0,0.0,-4.561310291290283,2.1832315921783447,1.0,0.30000001192092896,-1.0
103.6582260131836,0.0,0.0,0.0,0.0,-4.561478137969971,2.1833112239837646,1.0,0.30000001192092896,-1.0
103.66815948486328,0.0,0.0,0.0,0.0,-4.561644554138184,2.1833903789520264,1.0,0.30000001192092896,-1.0
103.67828369140625,0.0,0.0,0.0,0.0,-4.56181001663208,2.18346905708313,1.0,0.30000001192092896,-1.0
103.68821716308594,0.0,0.0,0.0,0.0,-4.56197452545166,2.183547258377075,1.0,0.30000001192092896,-1.0
103.69812774658203,0.0,0.0,0.0,0.0,-4.562137603759766,2.183624744415283,1.0,0.30000001192092896,-1.0
103.70849609375,0.0,0.0,0.0,0.0,-4.562299728393555,2.183701753616333,1.0,0.30000001192092896,-1.0
103.71829986572266,0.0,0.0,0.0,0.0,-4.562460422515869,2.1837782859802246,1.0,0.30000001192092896,-1.0
103.72817993164062,0.0,0.0,0.0,0.0,-4.562620162963867,2.183854103088379,1.0,0.30000001192092896,-1.0
103.73800659179688,0.0,0.0,0.0,0.0,-4.562778949737549,2.183929443359375,1.0,0.30000001192092896,-1.0
103.74825286865234,0.0,0.0,0.0,0.0,-4.562936305999756,2.184004306793213,1.0,0.30000001192092896,-1.0
103.75859069824219,0.0,0.0,0.0,0.0,-4.5630927085876465,2.1840786933898926,1.0,0.30000001192092896,-1.0
103.76820373535156,0.0,0.0,0.0,0.0,-4.563248157501221,2.184152364730835,1.0,0.30000001192092896,-1.0
103.7782211303711,0.0,0.0,0.0,0.0,-4.56340217590332,2.184225559234619,1.0,0.30000001192092896,-1.0
103.7881851196289,0.0,0.0,0.0,0.0,-4.5635552406311035,2.184298276901245,1.0,0.30000001192092896,-1.0
103.79830169677734,0.0,0.0,0.0,0.0,-4.56370735168457,2.184370517730713,1.0,0.30000001192092896,-1.0
103.80845642089844,0.0,0.0,0.0,0.0,-4.5638580322265625,2.1844422817230225,1.0,0.30000001192092896,-1.0
103.81825256347656,0.0,0.0,0.0,0.0,-4.564007759094238,2.184513568878174,1.0,0.30000001192092896,-1.0
103.82823944091797,0.0,0.0,0.0,0.0,-4.564156532287598,2.184584140777588,1.0,0.30000001192092896,-1.0
